Public_health_unit,Antigen,Age,Year,Coverage
Windsor-Essex County Health Unit,Polio,5,2023-2024,54.1
Windsor-Essex County Health Unit,Polio,6,2023-2024,61.1
Windsor-Essex County Health Unit,Polio,8,2023-2024,92.3
Windsor-Essex County Health Unit,Polio,9,2023-2024,93.3
Windsor-Essex County Health Unit,Polio,10,2023-2024,92.7
Windsor-Essex County Health Unit,Polio,11,2023-2024,93.3
Windsor-Essex County Health Unit,Polio,12,2023-2024,93.3
Windsor-Essex County Health Unit,Polio,13,2023-2024,94.3
Windsor-Essex County Health Unit,Polio,14,2023-2024,94.1
Windsor-Essex County Health Unit,Polio,15,2023-2024,92.5
Windsor-Essex County Health Unit,Polio,16,2023-2024,91
Windsor-Essex County Health Unit,Rota,5,2023-2024,75.6
Windsor-Essex County Health Unit,Rota,6,2023-2024,76.1
Windsor-Essex County Health Unit,Rubella,5,2023-2024,95.1
Windsor-Essex County Health Unit,Rubella,6,2023-2024,95.1
Windsor-Essex County Health Unit,Rubella,8,2023-2024,95.7
Windsor-Essex County Health Unit,Rubella,9,2023-2024,96.2
Windsor-Essex County Health Unit,Rubella,10,2023-2024,95.9
Windsor-Essex County Health Unit,Rubella,11,2023-2024,96.3
Windsor-Essex County Health Unit,Rubella,12,2023-2024,96.7
Windsor-Essex County Health Unit,Rubella,13,2023-2024,97.3
Windsor-Essex County Health Unit,Rubella,14,2023-2024,96.9
Windsor-Essex County Health Unit,Rubella,15,2023-2024,96.3
Windsor-Essex County Health Unit,Rubella,16,2023-2024,95.5
Windsor-Essex County Health Unit,Tetanus,5,2023-2024,53.3
Windsor-Essex County Health Unit,Tetanus,6,2023-2024,60.7
Windsor-Essex County Health Unit,Tetanus,8,2023-2024,91.4
Windsor-Essex County Health Unit,Tetanus,9,2023-2024,92.1
Windsor-Essex County Health Unit,Tetanus,10,2023-2024,91.5
Windsor-Essex County Health Unit,Tetanus,11,2023-2024,91.7
Windsor-Essex County Health Unit,Tetanus,12,2023-2024,91.3
Windsor-Essex County Health Unit,Tetanus,13,2023-2024,91.8
Windsor-Essex County Health Unit,Tetanus,14,2023-2024,68.3
Windsor-Essex County Health Unit,Tetanus,15,2023-2024,73.2
Windsor-Essex County Health Unit,Tetanus,16,2023-2024,78.5
Windsor-Essex County Health Unit,Varicella,5,2023-2024,48.3
Windsor-Essex County Health Unit,Varicella,6,2023-2024,55.3
Windsor-Essex County Health Unit,Varicella,8,2023-2024,91.7
Windsor-Essex County Health Unit,Varicella,9,2023-2024,92.3
Windsor-Essex County Health Unit,Varicella,10,2023-2024,92.3
Windsor-Essex County Health Unit,Varicella,11,2023-2024,93
Windsor-Essex County Health Unit,Varicella,12,2023-2024,93.5
York Region Public Health,Diphtheria,17,2023-2024,46.5
York Region Public Health,HPV,12,2023-2024,52.7
York Region Public Health,Pertussis,17,2023-2024,47.2
York Region Public Health,Tetanus,17,2023-2024,46.5
York Region Public Health,HepB,12,2023-2024,64
York Region Public Health,HPV,17,2023-2024,65.4
York Region Public Health,HepB,17,2023-2024,71.6
York Region Public Health,MCV4,12,2023-2024,75
York Region Public Health,Diphtheria,7,2023-2024,82.5
York Region Public Health,Hib,7,2023-2024,76.3
York Region Public Health,Measles,7,2023-2024,82.4
York Region Public Health,Mumps,7,2023-2024,82.3
York Region Public Health,Pertussis,7,2023-2024,82.4
York Region Public Health,Pneumo,7,2023-2024,76
York Region Public Health,Polio,7,2023-2024,82.8
York Region Public Health,Rota,7,2023-2024,73.2
York Region Public Health,Tetanus,7,2023-2024,82.5
York Region Public Health,Varicella,7,2023-2024,80.8
York Region Public Health,Polio,17,2023-2024,83.1
York Region Public Health,MCV4,17,2023-2024,83
York Region Public Health,Measles,17,2023-2024,86.1
York Region Public Health,Mumps,17,2023-2024,85.6
York Region Public Health,Rubella,17,2023-2024,88.5
York Region Public Health,MCC,7,2023-2024,86.4
York Region Public Health,Rubella,7,2023-2024,89.2
York Region Public Health,Diphtheria,5,2023-2024,28.7
York Region Public Health,Diphtheria,6,2023-2024,44.7
York Region Public Health,Diphtheria,8,2023-2024,83.2
York Region Public Health,Diphtheria,9,2023-2024,35.4
York Region Public Health,Diphtheria,10,2023-2024,45
York Region Public Health,Diphtheria,11,2023-2024,76.2
York Region Public Health,Diphtheria,12,2023-2024,87.4
York Region Public Health,Diphtheria,13,2023-2024,89.8
York Region Public Health,Diphtheria,14,2023-2024,56.5
York Region Public Health,Diphtheria,15,2023-2024,52.2
York Region Public Health,Diphtheria,16,2023-2024,56.1
York Region Public Health,HepB,13,2023-2024,73.4
York Region Public Health,HepB,14,2023-2024,66.3
York Region Public Health,HepB,15,2023-2024,61
York Region Public Health,HepB,16,2023-2024,63.7
York Region Public Health,Hib,5,2023-2024,38.4
York Region Public Health,Hib,6,2023-2024,55.5
York Region Public Health,Hib,8,2023-2024,76.3
York Region Public Health,Hib,9,2023-2024,42.4
York Region Public Health,Hib,10,2023-2024,58
York Region Public Health,Hib,11,2023-2024,70.3
York Region Public Health,Hib,12,2023-2024,74.6
York Region Public Health,HPV,13,2023-2024,64.4
York Region Public Health,HPV,14,2023-2024,55.3
York Region Public Health,HPV,15,2023-2024,48.2
York Region Public Health,HPV,16,2023-2024,54.3
York Region Public Health,MCC,5,2023-2024,42
York Region Public Health,MCC,6,2023-2024,60.7
York Region Public Health,MCC,8,2023-2024,87.3
York Region Public Health,MCC,9,2023-2024,46.9
York Region Public Health,MCC,10,2023-2024,66.1
York Region Public Health,MCC,11,2023-2024,82.1
York Region Public Health,MCC,12,2023-2024,94.6
York Region Public Health,MCV4,13,2023-2024,80.3
York Region Public Health,MCV4,14,2023-2024,79
York Region Public Health,MCV4,15,2023-2024,72.8
York Region Public Health,MCV4,16,2023-2024,72.9
York Region Public Health,Measles,5,2023-2024,29.6
York Region Public Health,Measles,6,2023-2024,45.4
York Region Public Health,Measles,8,2023-2024,83.6
York Region Public Health,Measles,9,2023-2024,35.9
York Region Public Health,Measles,10,2023-2024,46.6
York Region Public Health,Measles,11,2023-2024,76.5
York Region Public Health,Measles,12,2023-2024,87.8
York Region Public Health,Measles,13,2023-2024,90.1
York Region Public Health,Measles,14,2023-2024,90.2
York Region Public Health,Measles,15,2023-2024,85.2
York Region Public Health,Measles,16,2023-2024,84.9
York Region Public Health,Mumps,5,2023-2024,29.6
York Region Public Health,Mumps,6,2023-2024,45.3
York Region Public Health,Mumps,8,2023-2024,83.5
York Region Public Health,Mumps,9,2023-2024,35.8
York Region Public Health,Mumps,10,2023-2024,46.4
York Region Public Health,Mumps,11,2023-2024,76.4
York Region Public Health,Mumps,12,2023-2024,87.6
York Region Public Health,Mumps,13,2023-2024,90
York Region Public Health,Mumps,14,2023-2024,89.9
York Region Public Health,Mumps,15,2023-2024,84.7
York Region Public Health,Mumps,16,2023-2024,84.4
York Region Public Health,Pertussis,5,2023-2024,28.6
York Region Public Health,Pertussis,6,2023-2024,44.6
York Region Public Health,Pertussis,8,2023-2024,83
York Region Public Health,Pertussis,9,2023-2024,35
York Region Public Health,Pertussis,10,2023-2024,44.6
York Region Public Health,Pertussis,11,2023-2024,75.7
York Region Public Health,Pertussis,12,2023-2024,86.8
York Region Public Health,Pertussis,13,2023-2024,89.3
York Region Public Health,Pertussis,14,2023-2024,55.9
York Region Public Health,Pertussis,15,2023-2024,52
York Region Public Health,Pertussis,16,2023-2024,56.5
York Region Public Health,Pneumo,5,2023-2024,39.2
York Region Public Health,Pneumo,6,2023-2024,55.9
York Region Public Health,Pneumo,8,2023-2024,76
York Region Public Health,Pneumo,9,2023-2024,42.4
York Region Public Health,Pneumo,10,2023-2024,59
York Region Public Health,Pneumo,11,2023-2024,68.7
York Region Public Health,Pneumo,12,2023-2024,70.8
York Region Public Health,Polio,5,2023-2024,28.3
York Region Public Health,Polio,6,2023-2024,44.3
York Region Public Health,Polio,8,2023-2024,83.5
York Region Public Health,Polio,9,2023-2024,35.3
York Region Public Health,Polio,10,2023-2024,45
York Region Public Health,Polio,11,2023-2024,76.4
York Region Public Health,Polio,12,2023-2024,87.5
York Region Public Health,Polio,13,2023-2024,90
York Region Public Health,Polio,14,2023-2024,88.3
York Region Public Health,Polio,15,2023-2024,79.5
York Region Public Health,Polio,16,2023-2024,80.4
York Region Public Health,Rota,5,2023-2024,37.5
York Region Public Health,Rota,6,2023-2024,55.9
York Region Public Health,Rubella,5,2023-2024,45.2
York Region Public Health,Rubella,6,2023-2024,65.3
York Region Public Health,Rubella,8,2023-2024,89.9
York Region Public Health,Rubella,9,2023-2024,52.6
York Region Public Health,Rubella,10,2023-2024,72.2
York Region Public Health,Rubella,11,2023-2024,85.9
York Region Public Health,Rubella,12,2023-2024,90.7
York Region Public Health,Rubella,13,2023-2024,92.3
York Region Public Health,Rubella,14,2023-2024,92.5
York Region Public Health,Rubella,15,2023-2024,89.1
York Region Public Health,Rubella,16,2023-2024,88.7
York Region Public Health,Tetanus,5,2023-2024,28.7
York Region Public Health,Tetanus,6,2023-2024,44.7
York Region Public Health,Tetanus,8,2023-2024,83.2
York Region Public Health,Tetanus,9,2023-2024,35.4
York Region Public Health,Tetanus,10,2023-2024,44.9
York Region Public Health,Tetanus,11,2023-2024,76.1
York Region Public Health,Tetanus,12,2023-2024,87.4
York Region Public Health,Tetanus,13,2023-2024,89.8
York Region Public Health,Tetanus,14,2023-2024,56.4
York Region Public Health,Tetanus,15,2023-2024,52.1
York Region Public Health,Tetanus,16,2023-2024,56
York Region Public Health,Varicella,5,2023-2024,28.6
York Region Public Health,Varicella,6,2023-2024,43.7
York Region Public Health,Varicella,8,2023-2024,81.7
York Region Public Health,Varicella,9,2023-2024,34
York Region Public Health,Varicella,10,2023-2024,43.2
York Region Public Health,Varicella,11,2023-2024,73.2
York Region Public Health,Varicella,12,2023-2024,84.7
Ontario,Diphtheria,5,2023-2024,37.6
Ontario,Diphtheria,6,2023-2024,44.9
Ontario,Diphtheria,7,2023-2024,69.9
Ontario,Diphtheria,8,2023-2024,70.4
Ontario,Diphtheria,9,2023-2024,69
Ontario,Diphtheria,10,2023-2024,69.2
Ontario,Diphtheria,11,2023-2024,82.5
Ontario,Diphtheria,12,2023-2024,88.2
Ontario,Diphtheria,13,2023-2024,89.4
Ontario,Diphtheria,14,2023-2024,57.2
Ontario,Diphtheria,15,2023-2024,56.4
Ontario,Diphtheria,16,2023-2024,62.3
Ontario,Diphtheria,17,2023-2024,62.1
Ontario,HepB,12,2023-2024,61.8
Ontario,HepB,13,2023-2024,70.4
Ontario,HepB,14,2023-2024,64.7
Ontario,HepB,15,2023-2024,55.4
Ontario,HepB,16,2023-2024,59.3
Ontario,HepB,17,2023-2024,75.4
Ontario,Hib,5,2023-2024,57.4
Ontario,Hib,6,2023-2024,60.5
Ontario,Hib,7,2023-2024,73.6
Ontario,Hib,8,2023-2024,75.6
Ontario,Hib,9,2023-2024,75.3
Ontario,Hib,10,2023-2024,77.7
Ontario,Hib,11,2023-2024,78.2
Ontario,Hib,12,2023-2024,78
Ontario,HPV,12,2023-2024,52.3
Ontario,HPV,13,2023-2024,62.6
Ontario,HPV,14,2023-2024,55.9
Ontario,HPV,15,2023-2024,44.7
Ontario,HPV,16,2023-2024,50.2
Ontario,HPV,17,2023-2024,68
Ontario,MCC,5,2023-2024,64.3
Ontario,MCC,6,2023-2024,67.7
Ontario,MCC,7,2023-2024,82.1
Ontario,MCC,8,2023-2024,83.2
Ontario,MCC,9,2023-2024,83.6
Ontario,MCC,10,2023-2024,87
Ontario,MCC,11,2023-2024,89.4
Ontario,MCC,12,2023-2024,95
Ontario,MCV4,12,2023-2024,75.8
Ontario,MCV4,13,2023-2024,82.7
Ontario,MCV4,14,2023-2024,83.1
Ontario,MCV4,15,2023-2024,77.7
Ontario,MCV4,16,2023-2024,85.8
Ontario,MCV4,17,2023-2024,89.6
Ontario,Measles,5,2023-2024,37.7
Ontario,Measles,6,2023-2024,45
Ontario,Measles,7,2023-2024,70.4
Ontario,Measles,8,2023-2024,71.1
Ontario,Measles,9,2023-2024,69.3
Ontario,Measles,10,2023-2024,69.6
Ontario,Measles,11,2023-2024,83
Ontario,Measles,12,2023-2024,89.1
Ontario,Measles,13,2023-2024,90.5
Ontario,Measles,14,2023-2024,91.5
Ontario,Measles,15,2023-2024,90.9
Ontario,Measles,16,2023-2024,90.9
Ontario,Measles,17,2023-2024,91.6
Ontario,Mumps,5,2023-2024,37.4
Ontario,Mumps,6,2023-2024,44.7
Ontario,Mumps,7,2023-2024,70.2
Ontario,Mumps,8,2023-2024,70.8
Ontario,Mumps,9,2023-2024,69
Ontario,Mumps,10,2023-2024,69.3
Ontario,Mumps,11,2023-2024,82.8
Ontario,Mumps,12,2023-2024,89
Ontario,Mumps,13,2023-2024,90.4
Ontario,Mumps,14,2023-2024,91.3
Ontario,Mumps,15,2023-2024,90.7
Ontario,Mumps,16,2023-2024,90.6
Ontario,Mumps,17,2023-2024,91.3
Ontario,Pertussis,5,2023-2024,37.6
Ontario,Pertussis,6,2023-2024,44.8
Ontario,Pertussis,7,2023-2024,69.8
Ontario,Pertussis,8,2023-2024,70.3
Ontario,Pertussis,9,2023-2024,68.8
Ontario,Pertussis,10,2023-2024,69
Ontario,Pertussis,11,2023-2024,82.4
Ontario,Pertussis,12,2023-2024,88
Ontario,Pertussis,13,2023-2024,89.2
Ontario,Pertussis,14,2023-2024,57.1
Ontario,Pertussis,15,2023-2024,56.4
Ontario,Pertussis,16,2023-2024,62.6
Ontario,Pertussis,17,2023-2024,63
Ontario,Pneumo,5,2023-2024,58.2
Ontario,Pneumo,6,2023-2024,60.6
Ontario,Pneumo,7,2023-2024,72.2
Ontario,Pneumo,8,2023-2024,73.7
Ontario,Pneumo,9,2023-2024,72.9
Ontario,Pneumo,10,2023-2024,74.6
Ontario,Pneumo,11,2023-2024,74.1
Ontario,Pneumo,12,2023-2024,72
Ontario,Polio,5,2023-2024,37.8
Ontario,Polio,6,2023-2024,44.9
Ontario,Polio,7,2023-2024,70.2
Ontario,Polio,8,2023-2024,70.6
Ontario,Polio,9,2023-2024,69.2
Ontario,Polio,10,2023-2024,69.3
Ontario,Polio,11,2023-2024,83
Ontario,Polio,12,2023-2024,88.7
Ontario,Polio,13,2023-2024,90
Ontario,Polio,14,2023-2024,90.2
Ontario,Polio,15,2023-2024,88.7
Ontario,Polio,16,2023-2024,88.8
Ontario,Polio,17,2023-2024,89.4
Ontario,Rota,5,2023-2024,52.9
Ontario,Rota,6,2023-2024,58.2
Ontario,Rota,7,2023-2024,69.1
Ontario,Rubella,5,2023-2024,66.6
Ontario,Rubella,6,2023-2024,70.3
Ontario,Rubella,7,2023-2024,85.2
Ontario,Rubella,8,2023-2024,86.1
Ontario,Rubella,9,2023-2024,86.5
Ontario,Rubella,10,2023-2024,89.8
Ontario,Rubella,11,2023-2024,91.7
Ontario,Rubella,12,2023-2024,92.6
Ontario,Rubella,13,2023-2024,93.2
Ontario,Rubella,14,2023-2024,93.8
Ontario,Rubella,15,2023-2024,93.1
Ontario,Rubella,16,2023-2024,93.2
Ontario,Rubella,17,2023-2024,93.7
Ontario,Tetanus,5,2023-2024,37.7
Ontario,Tetanus,6,2023-2024,44.9
Ontario,Tetanus,7,2023-2024,69.9
Ontario,Tetanus,8,2023-2024,70.4
Ontario,Tetanus,9,2023-2024,69
Ontario,Tetanus,10,2023-2024,69.2
Ontario,Tetanus,11,2023-2024,82.5
Ontario,Tetanus,12,2023-2024,88.2
Ontario,Tetanus,13,2023-2024,89.4
Ontario,Tetanus,14,2023-2024,57.2
Ontario,Tetanus,15,2023-2024,56.4
Ontario,Tetanus,16,2023-2024,62.3
Ontario,Tetanus,17,2023-2024,62.1
Ontario,Varicella,5,2023-2024,35.7
Ontario,Varicella,6,2023-2024,42.9
Ontario,Varicella,7,2023-2024,68.6
Ontario,Varicella,8,2023-2024,69.1
Ontario,Varicella,9,2023-2024,66.8
Ontario,Varicella,10,2023-2024,66.1
Ontario,Varicella,11,2023-2024,80.5
Ontario,Varicella,12,2023-2024,87
Toronto Public Health,Diphtheria,17,2023-2024,48.1
Toronto Public Health,HPV,12,2023-2024,54.1
Toronto Public Health,Pertussis,17,2023-2024,50.2
Toronto Public Health,Tetanus,17,2023-2024,48.1
Toronto Public Health,Diphtheria,7,2023-2024,68.4
Toronto Public Health,Hib,7,2023-2024,66.8
Toronto Public Health,Measles,7,2023-2024,69
Toronto Public Health,Mumps,7,2023-2024,68.6
Toronto Public Health,Pertussis,7,2023-2024,68.2
Toronto Public Health,Pneumo,7,2023-2024,59.9
Toronto Public Health,Polio,7,2023-2024,68.7
Toronto Public Health,Rota,7,2023-2024,58.8
Toronto Public Health,Tetanus,7,2023-2024,68.4
Toronto Public Health,Varicella,7,2023-2024,66.6
Toronto Public Health,HepB,12,2023-2024,62.5
Toronto Public Health,HPV,17,2023-2024,67.3
Toronto Public Health,HepB,17,2023-2024,72.9
Toronto Public Health,MCV4,12,2023-2024,70.1
Toronto Public Health,MCC,7,2023-2024,74.9
Toronto Public Health,Rubella,7,2023-2024,79
Toronto Public Health,Polio,17,2023-2024,84.9
Toronto Public Health,MCV4,17,2023-2024,84.6
Toronto Public Health,Measles,17,2023-2024,87.2
Toronto Public Health,Mumps,17,2023-2024,86.8
Toronto Public Health,Rubella,17,2023-2024,90
Toronto Public Health,Diphtheria,5,2023-2024,5.7
Toronto Public Health,Diphtheria,6,2023-2024,7.6
Toronto Public Health,Diphtheria,8,2023-2024,45
Toronto Public Health,Diphtheria,9,2023-2024,58.9
Toronto Public Health,Diphtheria,10,2023-2024,64.6
Toronto Public Health,Diphtheria,11,2023-2024,69.7
Toronto Public Health,Diphtheria,12,2023-2024,78.8
Toronto Public Health,Diphtheria,13,2023-2024,80.6
Toronto Public Health,Diphtheria,14,2023-2024,39.6
Toronto Public Health,Diphtheria,15,2023-2024,29.5
Toronto Public Health,Diphtheria,16,2023-2024,33.1
Toronto Public Health,HepB,13,2023-2024,66.3
Toronto Public Health,HepB,14,2023-2024,61.2
Toronto Public Health,HepB,15,2023-2024,48.3
Toronto Public Health,HepB,16,2023-2024,55.7
Toronto Public Health,Hib,5,2023-2024,12.6
Toronto Public Health,Hib,6,2023-2024,18.8
Toronto Public Health,Hib,8,2023-2024,55.4
Toronto Public Health,Hib,9,2023-2024,69.8
Toronto Public Health,Hib,10,2023-2024,72.5
Toronto Public Health,Hib,11,2023-2024,70.6
Toronto Public Health,Hib,12,2023-2024,69.5
Toronto Public Health,HPV,13,2023-2024,59.5
Toronto Public Health,HPV,14,2023-2024,52.8
Toronto Public Health,HPV,15,2023-2024,35.8
Toronto Public Health,HPV,16,2023-2024,45.9
Toronto Public Health,MCC,5,2023-2024,13.7
Toronto Public Health,MCC,6,2023-2024,19.9
Toronto Public Health,MCC,8,2023-2024,59.7
Toronto Public Health,MCC,9,2023-2024,77.1
Toronto Public Health,MCC,10,2023-2024,82.8
Toronto Public Health,MCC,11,2023-2024,81.6
Toronto Public Health,MCC,12,2023-2024,91.9
Toronto Public Health,MCV4,13,2023-2024,72.8
Toronto Public Health,MCV4,14,2023-2024,72.4
Toronto Public Health,MCV4,15,2023-2024,58.9
Toronto Public Health,MCV4,16,2023-2024,77.3
Toronto Public Health,Measles,5,2023-2024,6.1
Toronto Public Health,Measles,6,2023-2024,8.3
Toronto Public Health,Measles,8,2023-2024,46
Toronto Public Health,Measles,9,2023-2024,59.5
Toronto Public Health,Measles,10,2023-2024,64.2
Toronto Public Health,Measles,11,2023-2024,70.2
Toronto Public Health,Measles,12,2023-2024,79.9
Toronto Public Health,Measles,13,2023-2024,82
Toronto Public Health,Measles,14,2023-2024,85.5
Toronto Public Health,Measles,15,2023-2024,85
Toronto Public Health,Measles,16,2023-2024,84
Toronto Public Health,Mumps,5,2023-2024,6.1
Toronto Public Health,Mumps,6,2023-2024,8.3
Toronto Public Health,Mumps,8,2023-2024,45.7
Toronto Public Health,Mumps,9,2023-2024,59.2
Toronto Public Health,Mumps,10,2023-2024,64
Toronto Public Health,Mumps,11,2023-2024,69.9
Toronto Public Health,Mumps,12,2023-2024,79.7
Toronto Public Health,Mumps,13,2023-2024,81.8
Toronto Public Health,Mumps,14,2023-2024,85.3
